num,announcementTitle,announcementTitle_a,adjunctUrl,secCode,announcementTime,adjunctSize,adjunctType
266,有研新材：北京国晶辉红外光学科技有限公司拟资产拆分项目涉及廊坊分部资产评估说明,266有研新材北京国晶辉红外光学科技有限公司拟资产拆分项目涉及廊坊分部资产评估说明,http://www.cninfo.com.cn/finalpage/2015-07-08/1201254690.PDF,code:600206,2015/7/8 0:00,1377,PDF
267,吉林化纤：拟转让所持吉林凯美克化工有限公司股权项目资产评估说明,267吉林化纤拟转让所持吉林凯美克化工有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-04-14/cninfo1200829073.js,code:000420,2015/4/14 0:00,1,TXT
268,台城制药：拟收购海南海力制药有限公司100%股权项目资产评估说明,268台城制药拟收购海南海力制药有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-04-09/1200801761.PDF,code:002728,2015/4/9 0:00,71164,PDF
269,金谷源：公司拟资产重组事宜涉及的该公司转让部分资产及负债价值项目资产评估说明,269金谷源公司拟资产重组事宜涉及的该公司转让部分资产及负债价值项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-06-19/1201168676.PDF,code:000408,2015/6/19 0:00,519,PDF
270,首钢股份：发起设立北京汽车集团股份有限公司（筹）之北京汽车动力总成有限公司整体资产评估项目资产评估说明,270首钢股份发起设立北京汽车集团股份有限公司筹之北京汽车动力总成有限公司整体资产评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2010-09-01/58384414.PDF,code:000959,2010/9/1 6:30,174,PDF
271,科达股份：拟收购北京百孚思广告有限公司股权项目资产评估说明,271科达股份拟收购北京百孚思广告有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-03-13/1200695627.PDF,code:600986,2015/3/13 0:00,2239,PDF
272,云铝股份：昭通驰宏矿业有限公司拟增资扩股经济行为所涉及的股东全部权益价值评估项目资产评估说明,272云铝股份昭通驰宏矿业有限公司拟增资扩股经济行为所涉及的股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-21/1202909602.PDF,code:000807,2016/12/21 0:00,872,PDF
273,九 芝 堂：董事会关于评估机构的独立性、评估假设前提的合理性、评估方法选取与评估目的及评估资产状况的相关性以及评估定价的公允性的说明,273九芝堂董事会关于评估机构的独立性评估假设前提的合理性评估方法选取与评估目的及评估资产状况的相关性以及评估定价的公允性的说明,http://www.cninfo.com.cn/finalpage/2015-06-26/1201197258.PDF,code:000989,2015/6/26 0:00,196,PDF
274,吴通通讯：拟收购互众广告（上海）有限公司全部股权项目资产评估说明,274吴通通讯拟收购互众广告上海有限公司全部股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-01-28/1200584197.PDF,code:300292,2015/1/28 0:00,2259,PDF
275,秋林集团：董事会关于重大资产重组标的资产评估有关事项的说明,275秋林集团董事会关于重大资产重组标的资产评估有关事项的说明,http://www.cninfo.com.cn/finalpage/2015-01-20/1200558613.PDF,code:600891,2015/1/20 0:00,263,PDF
276,胜利精密：拟发行股份购买苏州市智诚光学科技有限公司73.31%股权项目资产评估说明,276胜利精密拟发行股份购买苏州市智诚光学科技有限公司7331股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-01-17/1200551976.PDF,code:002426,2015/1/17 0:00,2077,PDF
277,美利纸业：拟对宁夏云创数据投资有限公司增资扩股项目资产评估说明,277美利纸业拟对宁夏云创数据投资有限公司增资扩股项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-01-17/1200551600.PDF,code:000815,2015/1/17 0:00,450,PDF
278,斯太尔：中联资产评估集团有限公司关于公司非公开发行股票事项的说明,278斯太尔中联资产评估集团有限公司关于公司非公开发行股票事项的说明,http://www.cninfo.com.cn/finalpage/2015-01-08/1200527166.PDF,code:000760,2015/1/8 0:00,149,PDF
279,海虹控股：拟转让金萃科技有限公司股权所涉及的金萃科技有限公司股东全部权益评估项目资产评估说明,279海虹控股拟转让金萃科技有限公司股权所涉及的金萃科技有限公司股东全部权益评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-14/1202872485.PDF,code:000503,2016/12/14 0:00,631,PDF
280,太原刚玉：拟收购浙江联宜电机股份有限公司股权项目资产评估说明,280太原刚玉拟收购浙江联宜电机股份有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-12-30/1200505560.PDF,code:000795,2014/12/30 0:00,20508,PDF
281,四环生物：资产收购项目涉及的江苏阳光生态园科技有限公司部分资产价值评估说明,281四环生物资产收购项目涉及的江苏阳光生态园科技有限公司部分资产价值评估说明,http://www.cninfo.com.cn/finalpage/2015-04-02/1200778414.PDF,code:000518,2015/4/2 0:00,446,PDF
282,漳泽电力：拟转让其内蒙古分公司全部资产及负债项目评估说明,282漳泽电力拟转让其内蒙古分公司全部资产及负债项目评估说明,http://www.cninfo.com.cn/finalpage/2014-12-11/1200455993.PDF,code:000767,2014/12/11 0:00,506,PDF
283,广博股份：拟收购西藏山南灵云传媒有限公司100%股权项目资产评估说明,283广博股份拟收购西藏山南灵云传媒有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-12-10/1200454075.PDF,code:002103,2014/12/10 0:00,1696,PDF
284,南方汇通：董事会关于公司重大资产置换暨关联交易评估事项的说明,284南方汇通董事会关于公司重大资产置换暨关联交易评估事项的说明,http://www.cninfo.com.cn/finalpage/2014-11-29/1200426477.PDF,code:000920,2014/11/29 0:00,218,PDF
285,盛屯矿业：拟收购保山恒源鑫茂矿业有限公司股权价值项目资产评估说明（天兴评报字（2017）第0779号）,285盛屯矿业拟收购保山恒源鑫茂矿业有限公司股权价值项目资产评估说明天兴评报字2017第0779号,http://www.cninfo.com.cn/finalpage/2017-07-14/1203704219.PDF,code:600711,2017/7/14 0:00,6730,PDF
286,轴研科技：公司向国机集团发行股份购买国机精工有限公司100%股权项目资产评估说明,286轴研科技公司向国机集团发行股份购买国机精工有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-02-07/1203066655.PDF,code:002046,2017/2/7 0:00,569,PDF
287,佛塑科技：拟收购股权涉及广州华工百川科技股份有限公司股东全部权益资产评估说明,287佛塑科技拟收购股权涉及广州华工百川科技股份有限公司股东全部权益资产评估说明,http://www.cninfo.com.cn/finalpage/2014-11-01/1200361799.PDF,code:000973,2014/11/1 0:00,1731,PDF
288,华联股份：拟转让所持有的成都海融兴达置业有限公司股权项目资产评估说明,288华联股份拟转让所持有的成都海融兴达置业有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-10-23/1200320849.PDF,code:000882,2014/10/23 0:00,1605,PDF
289,英飞拓：拟收购Swann Communications Pty Ltd.股权项目资产评估说明（已取消）,289英飞拓拟收购SwannCommunicationsPtyLtd股权项目资产评估说明已取消,http://www.cninfo.com.cn/finalpage/2014-10-21/1200314361.PDF,code:002528,2014/10/21 0:00,1192,PDF
290,集团：拟发行股份购买深圳市华星光电技术有限公司10.04%股权项目长期股权投资之深圳华映显示科技有限公司资产评估说明,290集团拟发行股份购买深圳市华星光电技术有限公司1004股权项目长期股权投资之深圳华映显示科技有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2017-07-13/1203700926.PDF,code:000100,2017/7/13 0:00,2316,PDF
291,集团：拟发行股份购买深圳市华星光电技术有限公司10.04%股权项目长期股权投资之武汉华星光电技术有限公司资产评估说明,291集团拟发行股份购买深圳市华星光电技术有限公司1004股权项目长期股权投资之武汉华星光电技术有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2017-07-13/1203700913.PDF,code:000100,2017/7/13 0:00,3545,PDF
292,华自科技：开元资产评估有限公司对《关于对华自科技股份有限公司的重组问询函》有关评估问题回复的专项说明,292华自科技开元资产评估有限公司对关于对华自科技股份有限公司的重组问询函有关评估问题回复的专项说明,http://www.cninfo.com.cn/finalpage/2017-06-16/1203618158.PDF,code:300490,2017/6/16 0:00,797,PDF
293,赣锋锂业：拟发行股份购买深圳市美拜电子有限公司股权项目资产评估说明,293赣锋锂业拟发行股份购买深圳市美拜电子有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-09-30/1200274579.PDF,code:002460,2014/9/30 0:00,6064,PDF
294,桑德环境：拟收购桑德国际有限公司部分股权项目资产评估说明,294桑德环境拟收购桑德国际有限公司部分股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-09-29/1200266646.PDF,code:000826,2014/9/29 0:00,1265,PDF
295,桑德环境：拟转让全资子公司—湖北一弘水务有限公司100%股权项目资产评估说明,295桑德环境拟转让全资子公司湖北一弘水务有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-09-29/1200266644.PDF,code:000826,2014/9/29 0:00,1641,PDF
296,有研新材：董事会关于重大资产重组资产评估有关事项的说明,296有研新材董事会关于重大资产重组资产评估有关事项的说明,http://www.cninfo.com.cn/finalpage/2014-09-19/1200246842.PDF,code:600206,2014/9/19 0:00,102,PDF
297,佛塑科技：公司等三方拟增资事宜涉及的机器设备和无形资产评估说明,297佛塑科技公司等三方拟增资事宜涉及的机器设备和无形资产评估说明,http://www.cninfo.com.cn/finalpage/2017-02-07/1203065809.PDF,code:000973,2017/2/7 0:00,806,PDF
298,天伦置业：拟收购远江信息技术有限公司股权项目资产评估说明,298天伦置业拟收购远江信息技术有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-08-21/1200145733.PDF,code:000711,2014/8/21 0:00,8219,PDF
299,云南旅游：发行股份及支付现金购买江南园林有限公司80%股权项目资产评估说明,299云南旅游发行股份及支付现金购买江南园林有限公司80股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-08-14/1200126014.PDF,code:002059,2014/8/14 0:00,1463,PDF
300,科林环保：同致信德（北京）资产评估有限公司关于深圳证券交易所《关于对科林环保装备股份有限公司的重组问询函》回复说明之专项核查意见,300科林环保同致信德北京资产评估有限公司关于深圳证券交易所关于对科林环保装备股份有限公司的重组问询函回复说明之专项核查意见,http://www.cninfo.com.cn/finalpage/2017-07-11/1203692282.PDF,code:002499,2017/7/11 0:00,434,PDF
301,凯迪电力：发行股份及支付现金购买资产项目所涉及的标的资产价值评估说明,301凯迪电力发行股份及支付现金购买资产项目所涉及的标的资产价值评估说明,http://www.cninfo.com.cn/finalpage/2014-11-26/1200417598.PDF,code:000939,2014/11/26 0:00,4501,PDF
302,振华科技：深圳桑菲消费通信有限公司拟资产转让所涉及的机器设备资产评估说明,302振华科技深圳桑菲消费通信有限公司拟资产转让所涉及的机器设备资产评估说明,http://www.cninfo.com.cn/finalpage/2014-11-22/1200408876.PDF,code:000733,2014/11/22 0:00,384,PDF
303,中国高科：拟收购广西英腾教育科技股份有限公司股权涉及的股东全部权益资产评估报告、说明及明细表,303中国高科拟收购广西英腾教育科技股份有限公司股权涉及的股东全部权益资产评估报告说明及明细表,http://www.cninfo.com.cn/finalpage/2017-06-30/1203665164.PDF,code:600730,2017/6/30 0:00,10138,PDF
304,深华发Ａ：股权转让项目武汉恒发科技有限公司股东全部权益价值资产评估说明,304深华发Ａ股权转让项目武汉恒发科技有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-06-30/1203663271.PDF,code:000020,2017/6/30 0:00,65269,PDF
305,海默科技：拟收购上海清河机械有限公司股权项目资产评估说明,305海默科技拟收购上海清河机械有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-06-06/64111454.PDF,code:300084,2014/6/6 17:29,1633,PDF
306,宁波高发：拟股权收购涉及的宁波市鄞州雪利曼电子仪表有限公司股东全部权益价值评估项目资产评估说明,306宁波高发拟股权收购涉及的宁波市鄞州雪利曼电子仪表有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-16/1202831209.PDF,code:603788,2016/11/16 0:00,1813,PDF
307,*ST新民：拟转让所持吴江新民化纤有限公司100%股权项目资产评估说明,307ST新民拟转让所持吴江新民化纤有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-04-18/63863393.PDF,code:002127,2014/4/18 0:00,1048,PDF
308,宝馨科技：拟收购南京友智科技有限公司股东股权项目资产评估说明,308宝馨科技拟收购南京友智科技有限公司股东股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-03-29/63751720.PDF,code:002514,2014/3/29 0:00,1816,PDF
309,高鸿股份：拟收购北京高阳捷迅信息技术有限公司股权项目资产评估说明,309高鸿股份拟收购北京高阳捷迅信息技术有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-03-24/63710159.PDF,code:000851,2014/3/24 0:00,2406,PDF
310,正和股份：拟收购马腾石油股份有限公司股权项目资产评估技术说明,310正和股份拟收购马腾石油股份有限公司股权项目资产评估技术说明,http://www.cninfo.com.cn/finalpage/2014-03-04/63633644.PDF,code:600759,2014/3/4 0:00,923,PDF
311,正和股份：拟收购马腾石油股份有限公司股权项目资产评估技术说明,311正和股份拟收购马腾石油股份有限公司股权项目资产评估技术说明,http://www.cninfo.com.cn/finalpage/2014-03-04/63633644.PDF,code:600759,2014/3/4 0:00,923,PDF
312,众合机电：关于进行资产评估有关事项的说明（一）,312众合机电关于进行资产评估有关事项的说明一,http://www.cninfo.com.cn/finalpage/2014-02-26/63607338.PDF,code:000925,2014/2/26 0:00,239,PDF
313,巨力索具：拟收购资产事宜涉及的巨力新能源股份有限公司1#车间价值项目资产评估说明,313巨力索具拟收购资产事宜涉及的巨力新能源股份有限公司1车间价值项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-07-24/1200073999.PDF,code:002342,2014/7/24 0:00,870,PDF
314,首钢股份：发起设立北京汽车集团股份有限公司（筹）之北京汽车工业控股有限责任公司乘用车事业部部分资产评估项目资产评估说明,314首钢股份发起设立北京汽车集团股份有限公司筹之北京汽车工业控股有限责任公司乘用车事业部部分资产评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2010-09-01/58384410.PDF,code:000959,2010/9/1 6:30,275,PDF
315,湖南投资：拟了解土地使用权市场价值项目资产评估说明,315湖南投资拟了解土地使用权市场价值项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-19/1203026703.PDF,code:000548,2017/1/19 0:00,693,PDF
316,合肥百货：董事会关于安徽省台客隆连锁超市有限责任公司资产评估相关事项的说明,316合肥百货董事会关于安徽省台客隆连锁超市有限责任公司资产评估相关事项的说明,http://www.cninfo.com.cn/finalpage/2017-01-19/1203025761.PDF,code:000417,2017/1/19 0:00,141,PDF
317,本钢板材：转让本钢不锈钢冷轧丹东有限责任公司股权项目资产评估说明,317本钢板材转让本钢不锈钢冷轧丹东有限责任公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-12-04/63335450.PDF,code:000761,2013/12/4 0:00,2301,PDF
318,华东科技：南京中电熊猫晶体科技有限公司搬迁损失项目资产评估说明,318华东科技南京中电熊猫晶体科技有限公司搬迁损失项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-11-29/63315164.PDF,code:000727,2013/11/29 0:00,382,PDF
319,华东科技：拟转让南京华日液晶显示技术有限公司股权项目资产评估说明,319华东科技拟转让南京华日液晶显示技术有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-11-29/63315159.PDF,code:000727,2013/11/29 0:00,1489,PDF
320,桂林旅游：股权转让项目桂林荔浦丰鱼岩旅游有限责任公司股东全部权益价值资产评估说明,320桂林旅游股权转让项目桂林荔浦丰鱼岩旅游有限责任公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-11/1203005687.PDF,code:000978,2017/1/11 0:00,2424,PDF
321,华闻传媒：拟现金购买资产所涉及的国视通讯（上海）有限公司股东全部权益资产评估说明,321华闻传媒拟现金购买资产所涉及的国视通讯上海有限公司股东全部权益资产评估说明,http://www.cninfo.com.cn/finalpage/2014-04-30/63951085.PDF,code:000793,2014/4/30 0:00,1251,PDF
322,胜利股份：拟转让股权所涉及的山东胜邦绿野化学有限公司股东权益价值资产评估说明,322胜利股份拟转让股权所涉及的山东胜邦绿野化学有限公司股东权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-07/1202997372.PDF,code:000407,2017/1/7 0:00,3181,PDF
323,荣之联：拟发行股份及支付现金收购深圳市赞融电子技术有限公司股权项目资产评估说明,323荣之联拟发行股份及支付现金收购深圳市赞融电子技术有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-06-23/1203642148.PDF,code:002642,2017/6/23 0:00,1722,PDF
324,四川九洲：拟收购四川九洲电器集团有限责任公司部分资产项目资产评估说明,324四川九洲拟收购四川九洲电器集团有限责任公司部分资产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-05-30/64084059.PDF,code:000801,2014/5/30 0:00,8841,PDF
325,首开股份：北京首开仁信置业有限公司拟收购力博国际建材会展（北京）有限公司股权评估项目资产评估说明,325首开股份北京首开仁信置业有限公司拟收购力博国际建材会展北京有限公司股权评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-10-21/1202773246.PDF,code:600376,2016/10/21 0:00,765,PDF
326,汉鼎宇佑：拟发行股份及支付现金购买资产涉及的上海灵娱网络科技有限公司股权评估项目资产评估说明,326汉鼎宇佑拟发行股份及支付现金购买资产涉及的上海灵娱网络科技有限公司股权评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-21/1202928461.PDF,code:300300,2016/12/21 20:36,1473,PDF
327,洛阳钼业：洛阳钼业控股有限公司拟现金方式购买自由港麦克米伦刚果控股公司全部股权项目资产评估说明,327洛阳钼业洛阳钼业控股有限公司拟现金方式购买自由港麦克米伦刚果控股公司全部股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-27/1202959631.PDF,code:603993,2016/12/27 0:00,2315,PDF
328,春晖股份：拟转让的位于深圳景田的部分房地产项目资产评估说明,328春晖股份拟转让的位于深圳景田的部分房地产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-11-27/61839449.PDF,code:000976,2012/11/27 6:30,574,PDF
329,中超控股：拟收购河南虹峰电缆股份有限公司股权项目资产评估说明（评估基准日：2014年9月30日）,329中超控股拟收购河南虹峰电缆股份有限公司股权项目资产评估说明评估基准日2014年9月30日,http://www.cninfo.com.cn/finalpage/2016-07-20/1202489862.PDF,code:002471,2016/7/20 0:00,600,PDF
330,中超控股：拟收购江苏长峰电缆有限公司股权项目资产评估说明（评估基准日：2014年9月30日）,330中超控股拟收购江苏长峰电缆有限公司股权项目资产评估说明评估基准日2014年9月30日,http://www.cninfo.com.cn/finalpage/2016-07-20/1202489859.PDF,code:002471,2016/7/20 0:00,1663,PDF
331,华闻传媒：拟现金购买资产所涉及的国视通讯（上海）有限公司股东全部权益资产评估说明,331华闻传媒拟现金购买资产所涉及的国视通讯上海有限公司股东全部权益资产评估说明,http://www.cninfo.com.cn/finalpage/2014-04-30/63951085.PDF,code:000793,2014/4/30 0:00,1251,PDF
332,海鸥卫浴：董事会关于资产再次评估相关事项说明的公告,332海鸥卫浴董事会关于资产再次评估相关事项说明的公告,http://www.cninfo.com.cn/finalpage/2016-12-20/1202898502.PDF,code:002084,2016/12/20 0:00,94,PDF
333,轴研科技：拟转让高铁及轨道交通轴承产业化项目所涉及的相关资产资产评估说明,333轴研科技拟转让高铁及轨道交通轴承产业化项目所涉及的相关资产资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-10/1203001609.PDF,code:002046,2017/1/10 0:00,1528,PDF
334,胜利股份：拟转让股权所涉及的山东胜邦绿野化学有限公司股东权益价值资产评估说明,334胜利股份拟转让股权所涉及的山东胜邦绿野化学有限公司股东权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-07/1202997372.PDF,code:000407,2017/1/7 0:00,3181,PDF
335,首开股份：北京首开仁信置业有限公司拟收购力博国际建材会展（北京）有限公司股权评估项目资产评估说明,335首开股份北京首开仁信置业有限公司拟收购力博国际建材会展北京有限公司股权评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-10-21/1202773246.PDF,code:600376,2016/10/21 0:00,765,PDF
336,首钢股份：拟资产置换及发行股份项目资产评估说明,336首钢股份拟资产置换及发行股份项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-28/61960712.PDF,code:000959,2012/12/28 0:00,1151,PDF
337,首钢股份：首钢总公司拟资产置换及认购股份项目资产评估说明,337首钢股份首钢总公司拟资产置换及认购股份项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-28/61960708.PDF,code:000959,2012/12/28 0:00,1354,PDF
338,*ST吉药：重大资产重组涉及公司全部资产负债资产评估说明,338ST吉药重大资产重组涉及公司全部资产负债资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-06/61877376.PDF,code:000545,2012/12/6 6:30,907,PDF
339,*ST 铜城：拟出售全部资产及负债项目资产评估说明,339ST铜城拟出售全部资产及负债项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-09-21/61592723.PDF,code:000672,2012/9/21 6:30,594,PDF
340,洛阳钼业：洛阳钼业控股有限公司拟现金方式购买自由港麦克米伦刚果控股公司全部股权项目资产评估说明,340洛阳钼业洛阳钼业控股有限公司拟现金方式购买自由港麦克米伦刚果控股公司全部股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-27/1202959631.PDF,code:603993,2016/12/27 0:00,2315,PDF
341,春晖股份：拟转让的位于深圳景田的部分房地产项目资产评估说明,341春晖股份拟转让的位于深圳景田的部分房地产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-11-27/61839449.PDF,code:000976,2012/11/27 6:30,574,PDF
342,山西证券：拟收购格林期货有限公司100%股权项目资产评估说明,342山西证券拟收购格林期货有限公司100股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-10-20/61679022.PDF,code:002500,2012/10/20 6:30,1657,PDF
343,大连友谊：拟转让其持有的大连友谊物业服务有限公司股权项目资产评估说明,343大连友谊拟转让其持有的大连友谊物业服务有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849186.PDF,code:000679,2016/11/30 0:00,619,PDF
344,大连友谊：拟转让其持有的邯郸友谊商城有限公司股权项目资产评估说明,344大连友谊拟转让其持有的邯郸友谊商城有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849182.PDF,code:000679,2016/11/30 0:00,513,PDF
345,大连友谊：拟转让其持有的大连友嘉购物有限公司股权项目资产评估说明,345大连友谊拟转让其持有的大连友嘉购物有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849179.PDF,code:000679,2016/11/30 0:00,709,PDF
346,四通股份：北京中同华资产评估有限公司关于对《广东四通集团股份有限公司发行股份购买资产暨关联交易预案》中涉及的标的资产预估的说明,346四通股份北京中同华资产评估有限公司关于对广东四通集团股份有限公司发行股份购买资产暨关联交易预案中涉及的标的资产预估的说明,http://www.cninfo.com.cn/finalpage/2016-08-11/1202556194.PDF,code:603838,2016/8/11 0:00,485,PDF
347,茂业商业：拟进行股权收购所涉及的重庆茂业百货有限公司股东全部权益价值资产评估说明,347茂业商业拟进行股权收购所涉及的重庆茂业百货有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2016-12-21/1202911229.PDF,code:600828,2016/12/21 0:00,1516,PDF
348,*ST 中钨：株洲钻石钻掘工具有限公司资产评估说明,348ST中钨株洲钻石钻掘工具有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2012-06-27/61184177.PDF,code:000657,2012/6/27 6:30,1117,PDF
349,*ST 中钨：郴洲钻石钨制品有限责任公司资产评估说明,349ST中钨郴洲钻石钨制品有限责任公司资产评估说明,http://www.cninfo.com.cn/finalpage/2012-06-27/61184171.PDF,code:000657,2012/6/27 6:30,2256,PDF
350,*ST 中钨：自贡亚西泰克高新技术有限责任公司资产评估说明,350ST中钨自贡亚西泰克高新技术有限责任公司资产评估说明,http://www.cninfo.com.cn/finalpage/2012-06-27/61184170.PDF,code:000657,2012/6/27 6:30,1354,PDF
351,轴研科技：拟转让高铁及轨道交通轴承产业化项目所涉及的相关资产资产评估说明,351轴研科技拟转让高铁及轨道交通轴承产业化项目所涉及的相关资产资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-10/1203001609.PDF,code:002046,2017/1/10 0:00,1528,PDF
352,三元达：资产收购涉及西安海天天线科技股份有限公司机器设备价值评估说明,352三元达资产收购涉及西安海天天线科技股份有限公司机器设备价值评估说明,http://www.cninfo.com.cn/finalpage/2011-08-24/59861034.PDF,code:002417,2011/8/24 6:30,304,PDF
353,三元达：资产收购涉及西安海天天线科技股份有限公司房地产价值评估说明,353三元达资产收购涉及西安海天天线科技股份有限公司房地产价值评估说明,http://www.cninfo.com.cn/finalpage/2011-08-24/59861030.PDF,code:002417,2011/8/24 6:30,398,PDF
354,京东方Ａ：绍兴晟晶投资管理有限公司拟被吸收合并项目资产评估说明,354京东方Ａ绍兴晟晶投资管理有限公司拟被吸收合并项目资产评估说明,http://www.cninfo.com.cn/finalpage/2011-08-23/59854865.PDF,code:000725,2011/8/23 6:30,167,PDF
355,顺网科技：购买上海新浩艺软件有限公司全部股权项目资产评估说明,355顺网科技购买上海新浩艺软件有限公司全部股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2011-07-28/59741860.PDF,code:300113,2011/7/28 22:52,1519,PDF
356,西藏发展：西昌志能实业有限责任公司股权出资项目资产评估说明,356西藏发展西昌志能实业有限责任公司股权出资项目资产评估说明,http://www.cninfo.com.cn/finalpage/2011-06-08/59523830.PDF,code:000752,2011/6/8 6:30,637,PDF
357,首钢股份：拟资产置换及发行股份项目资产评估说明,357首钢股份拟资产置换及发行股份项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-28/61960712.PDF,code:000959,2012/12/28 0:00,1151,PDF
358,首钢股份：首钢总公司拟资产置换及认购股份项目资产评估说明,358首钢股份首钢总公司拟资产置换及认购股份项目资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-28/61960708.PDF,code:000959,2012/12/28 0:00,1354,PDF
359,*ST吉药：重大资产重组涉及公司全部资产负债资产评估说明,359ST吉药重大资产重组涉及公司全部资产负债资产评估说明,http://www.cninfo.com.cn/finalpage/2012-12-06/61877376.PDF,code:000545,2012/12/6 6:30,907,PDF
360,靖远煤电：拟非公开发行股份购买资产项目涉及靖远煤业集团有限责任公司资产评估说明,360靖远煤电拟非公开发行股份购买资产项目涉及靖远煤业集团有限责任公司资产评估说明,http://www.cninfo.com.cn/finalpage/2012-05-03/60942458.PDF,code:000552,2012/5/3 6:30,2881,PDF
361,浙江东方：万邦资产评估有限公司关于《中国证监会行政许可项目审查一次反馈意见通知书》的回复说明,361浙江东方万邦资产评估有限公司关于中国证监会行政许可项目审查一次反馈意见通知书的回复说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849674.PDF,code:600120,2016/11/30 0:00,770,PDF
362,天虹商场：拟购置南昌莱蒙都会商业中心（B8地块）相关物业项目资产评估说明,362天虹商场拟购置南昌莱蒙都会商业中心B8地块相关物业项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849649.PDF,code:002419,2016/11/30 0:00,342,PDF
363,大连友谊：大连盛发置业有限公司拟股东变更所涉及的股东全部权益价值项目资产评估说明,363大连友谊大连盛发置业有限公司拟股东变更所涉及的股东全部权益价值项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849187.PDF,code:000679,2016/11/30 0:00,768,PDF
364,大连友谊：大连友谊服装有限公司拟股东变更所涉及的股东全部权益价值项目资产评估说明,364大连友谊大连友谊服装有限公司拟股东变更所涉及的股东全部权益价值项目资产评估说明,http://www.cninfo.com.cn/finalpage/2016-11-30/1202849184.PDF,code:000679,2016/11/30 0:00,478,PDF
