num,announcementTitle,announcementTitle_a,adjunctUrl,secCode,announcementTime,adjunctSize,adjunctType
1,*ST嘉陵：拟转让部分资产项目资产评估说明,1ST嘉陵拟转让部分资产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-29/1204175267.PDF,code:600877,2017/11/29 0:00,2128,PDF
2,大连友谊：拟转让公司友谊宾馆项目资产评估说明,2大连友谊拟转让公司友谊宾馆项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-12-02/1204185065.PDF,code:000679,2017/12/2 0:00,677,PDF
3,海越股份：拟转让股权所涉及的浙江耀江文化广场投资开发有限公司30%股东权益价值评估项目资产评估说明,3海越股份拟转让股权所涉及的浙江耀江文化广场投资开发有限公司30股东权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-12-06/1204195773.PDF,code:600387,2017/12/6 0:00,1557,PDF
4,南华生物：拟收购所涉及的湖南远泰生物技术有限公司股东全部权益项目资产评估说明,4南华生物拟收购所涉及的湖南远泰生物技术有限公司股东全部权益项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-12-04/1204186153.PDF,code:000504,2017/12/4 0:00,2003,PDF
5,界龙实业：上海龙樱彩色制版有限公司资产评估报告评估说明,5界龙实业上海龙樱彩色制版有限公司资产评估报告评估说明,http://www.cninfo.com.cn/finalpage/2017-11-25/1204165038.PDF,code:600836,2017/11/25 0:00,788,PDF
6,大连友谊：拟转让公司新友谊商店项目资产评估说明,6大连友谊拟转让公司新友谊商店项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-12-02/1204185067.PDF,code:000679,2017/12/2 0:00,632,PDF
7,漳州发展：拟股权收购所涉及的福建省泷澄建筑工业有限公司股东全部权益价值资产评估说明,7漳州发展拟股权收购所涉及的福建省泷澄建筑工业有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-12-04/1204186622.PDF,code:000753,2017/12/4 11:41,1140,PDF
8,一汽夏利：拟转让动力总成制造相关部分资产及负债项目评估说明,8一汽夏利拟转让动力总成制造相关部分资产及负债项目评估说明,http://www.cninfo.com.cn/finalpage/2017-11-21/1204154129.PDF,code:000927,2017/11/21 0:00,511,PDF
9,建摩B：重庆建设机电有限责任公司拟以部分资产出资评估项目评估说明,9建摩B重庆建设机电有限责任公司拟以部分资产出资评估项目评估说明,http://www.cninfo.com.cn/finalpage/2017-11-16/1204142969.PDF,code:200054,2017/11/16 0:00,825,PDF
10,建摩B：重庆建设机电有限责任公司拟转让设备资产评估项目评估说明,10建摩B重庆建设机电有限责任公司拟转让设备资产评估项目评估说明,http://www.cninfo.com.cn/finalpage/2017-10-31/1204097299.PDF,code:200054,2017/10/31 0:00,410,PDF
11,启迪设计：发行股份及支付现金购买资产行政许可项目审查二次反馈意见回复说明之专项核查意见—评估部分,11启迪设计发行股份及支付现金购买资产行政许可项目审查二次反馈意见回复说明之专项核查意见评估部分,http://www.cninfo.com.cn/finalpage/2017-11-29/1204175821.PDF,code:300500,2017/11/29 15:37,299,PDF
12,*ST弘高：上海东洲资产评估有限公司关于公司重大资产置换及发行股份购买资产暨关联交易之2016年度业绩承诺实现情况的说明及致歉,12ST弘高上海东洲资产评估有限公司关于公司重大资产置换及发行股份购买资产暨关联交易之2016年度业绩承诺实现情况的说明及致歉,http://www.cninfo.com.cn/finalpage/2017-11-23/1204161630.PDF,code:002504,2017/11/23 0:00,268,PDF
13,渤海股份：天津水务投资集团有限公司拟进行资产收购涉及的天津泰达水务有限公司单项资产价值资产评估说明,13渤海股份天津水务投资集团有限公司拟进行资产收购涉及的天津泰达水务有限公司单项资产价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-09/1204126178.PDF,code:000605,2017/11/9 0:00,298,PDF
14,中交地产：拟转让重庆中交西南置业有限公司部分股权项目涉及股东全部权益资产评估说明,14中交地产拟转让重庆中交西南置业有限公司部分股权项目涉及股东全部权益资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-22/1204155662.PDF,code:000736,2017/11/22 0:00,18633,PDF
15,中通国脉：北京国融兴华资产评估有限责任公司关于中通国脉通信股份有限公司拟收购上海共创信息技术股份有限公司股东全部权益项目评估报告及评估说明,15中通国脉北京国融兴华资产评估有限责任公司关于中通国脉通信股份有限公司拟收购上海共创信息技术股份有限公司股东全部权益项目评估报告及评估说明,http://www.cninfo.com.cn/finalpage/2017-11-03/1204108751.PDF,code:603559,2017/11/3 0:00,41195,PDF
16,三钢闽光：拟发行股份购买资产所涉及的福建三安钢铁有限公司股东全部权益价值评估说明,16三钢闽光拟发行股份购买资产所涉及的福建三安钢铁有限公司股东全部权益价值评估说明,http://www.cninfo.com.cn/finalpage/2017-11-11/1204132212.PDF,code:002110,2017/11/11 0:00,2318,PDF
17,[临时公告]科海股份:拟发行股票收购股权事宜所涉及广东云能计算机科技有限公司股东全部权益价值资产评估报告及说明,17临时公告科海股份拟发行股票收购股权事宜所涉及广东云能计算机科技有限公司股东全部权益价值资产评估报告及说明,http://www.cninfo.com.cn/finalpage/2017-11-22/1204168298.PDF,code:832424,2017/11/22 0:00,18946,PDF
18,山西焦化：关于发行股份及支付现金购买资产并募集配套资金项目前次资产评估结果和本次资产评估结果差异情况说明的公告,18山西焦化关于发行股份及支付现金购买资产并募集配套资金项目前次资产评估结果和本次资产评估结果差异情况说明的公告,http://www.cninfo.com.cn/finalpage/2017-09-30/1204015311.PDF,code:600740,2017/9/30 0:00,249,PDF
19,吉林化纤：吉林化纤集团有限责任公司拟转让所持吉林奇峰化纤股份有限公司部分股权项目资产评估说明,19吉林化纤吉林化纤集团有限责任公司拟转让所持吉林奇峰化纤股份有限公司部分股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-21/1204152737.PDF,code:000420,2017/11/21 0:00,1475,PDF
20,金杯汽车：拟股权转让所涉及的沈阳金杯车辆制造有限公司股东全部权益价值评估项目资产评估说明,20金杯汽车拟股权转让所涉及的沈阳金杯车辆制造有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-28/1204089490.PDF,code:600609,2017/10/28 0:00,5867,PDF
21,杭电股份：浙江富春江光电科技有限公司资产评估说明,21杭电股份浙江富春江光电科技有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-29/1203886849.PDF,code:603618,2017/8/29 0:00,1827,PDF
22,神州易桥：董事会关于本次重大资产出售资产评估评估机构的独立性、评估假设前提的合理性、评估方法与目的的相关性以及评估定价的公允性的说明,22神州易桥董事会关于本次重大资产出售资产评估评估机构的独立性评估假设前提的合理性评估方法与目的的相关性以及评估定价的公允性的说明,http://www.cninfo.com.cn/finalpage/2017-09-30/1204014966.PDF,code:000606,2017/9/30 0:00,228,PDF
23,的科力远现有能适配到云内动力柴油机以及HT3800项目需要使用的专利和非专利专有技术使用权价值资产评估说明,23的科力远现有能适配到云内动力柴油机以及HT3800项目需要使用的专利和非专利专有技术使用权价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-28/1204172356.PDF,code:600478,2017/11/28 0:00,4303,PDF
24,湘电股份：湘电集团有限公司拟将部分资产出资资产评估项目资产评估说明,24湘电股份湘电集团有限公司拟将部分资产出资资产评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-04-11/1203276367.PDF,code:600416,2017/4/11 0:00,859,PDF
25,英维克：北京华信众合资产评估有限公司关于深圳证券交易所《关于对深圳市英维克科技股份有限公司的重组问询函》的专项说明,25英维克北京华信众合资产评估有限公司关于深圳证券交易所关于对深圳市英维克科技股份有限公司的重组问询函的专项说明,http://www.cninfo.com.cn/finalpage/2017-11-08/1204123113.PDF,code:002837,2017/11/8 0:00,461,PDF
26,王府井：拟吸收合并北京王府井国际商业发展有限公司评估项目资产评估报告及资产评估说明,26王府井拟吸收合并北京王府井国际商业发展有限公司评估项目资产评估报告及资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-19/1203820666.PDF,code:600859,2017/8/19 0:00,8356,PDF
27,歌力思：拟收购唐利国际控股有限公司股东部分权益所涉及的唐利国际控股有限公司股东全部权益价值评估项目资产评估说明,27歌力思拟收购唐利国际控股有限公司股东部分权益所涉及的唐利国际控股有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-13/1204033808.PDF,code:603808,2017/10/13 0:00,1454,PDF
28,汇鸿集团：拟置入资产涉及的江苏汇鸿国际集团会展股份有限公司等股权评估项目资产评估说明,28汇鸿集团拟置入资产涉及的江苏汇鸿国际集团会展股份有限公司等股权评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-16/1204042363.PDF,code:600981,2017/10/16 0:00,1460,PDF
29,龙韵股份：北京经纬东元资产评估有限公司关于上海证券交易所《关于对上海龙韵广告传播股份有限公司重大资产购买预案信息披露的事后问询函》中相关问题的回复说明,29龙韵股份北京经纬东元资产评估有限公司关于上海证券交易所关于对上海龙韵广告传播股份有限公司重大资产购买预案信息披露的事后问询函中相关问题的回复说明,http://www.cninfo.com.cn/finalpage/2017-11-08/1204123019.PDF,code:603729,2017/11/8 0:00,296,PDF
30,湘电股份：拟将部分资产与负债的净资产出资评估项目资产评估说明,30湘电股份拟将部分资产与负债的净资产出资评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-04-11/1203276364.PDF,code:600416,2017/4/11 0:00,1164,PDF
31,湘电股份：拟将部分资产与负债的净资产出资评估项目资产评估说明,31湘电股份拟将部分资产与负债的净资产出资评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-04-11/1203276364.PDF,code:600416,2017/4/11 0:00,1164,PDF
32,山东地矿：山东正源和信资产评估有限公司关于深圳证券交易所《关于对山东地矿股份有限公司的关注函》中有关评估事项的问题说明,32山东地矿山东正源和信资产评估有限公司关于深圳证券交易所关于对山东地矿股份有限公司的关注函中有关评估事项的问题说明,http://www.cninfo.com.cn/finalpage/2017-10-10/1204020820.PDF,code:000409,2017/10/10 0:00,445,PDF
33,中材科技：泰山玻璃纤维有限公司资产评估说明,33中材科技泰山玻璃纤维有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2015-08-22/1201474574.PDF,code:002080,2015/8/22 0:00,2758,PDF
34,西藏药业：IMDUR产品相关无形资产组合评估项目资产评估报告及评估说明,34西藏药业IMDUR产品相关无形资产组合评估项目资产评估报告及评估说明,http://www.cninfo.com.cn/finalpage/2017-04-06/1203255441.PDF,code:600211,2017/4/6 0:00,4344,PDF
35,蓝星清洗：对外投资资产评估项目资产评估说明,35蓝星清洗对外投资资产评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2006-11-04/18639743.PDF,code:000598,2006/11/4 6:30,340,PDF
36,豫园股份：关于对上海证券交易所《关于对上海豫园旅游商城股份有限公司发行股份购买资产暨关联交易预案的信息披露问询函》的回复说明（评估师部分）,36豫园股份关于对上海证券交易所关于对上海豫园旅游商城股份有限公司发行股份购买资产暨关联交易预案的信息披露问询函的回复说明评估师部分,http://www.cninfo.com.cn/finalpage/2017-11-09/1204125915.PDF,code:600655,2017/11/9 0:00,5352,PDF
37,千方科技：拟收购杭州交智科技有限公司股权项目所涉及的杭州交智科技有限公司的股东全部权益资产评估说明,37千方科技拟收购杭州交智科技有限公司股权项目所涉及的杭州交智科技有限公司的股东全部权益资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-08/1204123230.PDF,code:002373,2017/11/8 0:00,5016,PDF
38,深天马Ａ：发行股份购买资产并募集配套资金暨关联交易之标的资产更新评估报告的说明公告,38深天马Ａ发行股份购买资产并募集配套资金暨关联交易之标的资产更新评估报告的说明公告,http://www.cninfo.com.cn/finalpage/2017-10-10/1204021946.PDF,code:000050,2017/10/10 0:00,209,PDF
39,桂林旅游：资产评估说明,39桂林旅游资产评估说明,http://www.cninfo.com.cn/finalpage/2004-12-07/14852882.PDF,code:000978,2004/12/7 6:34,183,PDF
40,公用科技：资产评估说明,40公用科技资产评估说明,http://www.cninfo.com.cn/finalpage/2007-01-23/20387634.PDF,code:000685,2007/1/23 6:30,257,PDF
41,中国服装：资产评估说明,41中国服装资产评估说明,http://www.cninfo.com.cn/finalpage/2005-01-06/14923297.PDF,code:000902,2005/1/6 6:43,92,PDF
42,春晖股份：拟出售资产及负债项目评估说明,42春晖股份拟出售资产及负债项目评估说明,http://www.cninfo.com.cn/finalpage/2017-05-12/1203505401.PDF,code:000976,2017/5/12 0:00,1422,PDF
43,中国卫星资产评估补充说明,43中国卫星资产评估补充说明,http://www.cninfo.com.cn/finalpage/2002-11-16/10074394.PDF,code:600118,2002/11/16 5:54,19,PDF
44,浙江东日：关于标的资产更新评估报告的情况说明,44浙江东日关于标的资产更新评估报告的情况说明,http://www.cninfo.com.cn/finalpage/2017-05-11/1203496127.PDF,code:600113,2017/5/11 0:00,135,PDF
45,浙商中拓：物产中拓股份有限公司拟处置单项资产评估项目评估说明,45浙商中拓物产中拓股份有限公司拟处置单项资产评估项目评估说明,http://www.cninfo.com.cn/finalpage/2017-05-24/1203561059.PDF,code:000906,2017/5/24 0:00,5487,PDF
46,新纶科技：拟发行股份及支付现金购买资产事宜所涉及的宁国市千洪电子有限公司股东全部权益价值资产评估说明,46新纶科技拟发行股份及支付现金购买资产事宜所涉及的宁国市千洪电子有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-25/1204065520.PDF,code:002341,2017/10/25 0:00,2952,PDF
47,中材科技：泰山玻璃纤维有限公司资产评估说明,47中材科技泰山玻璃纤维有限公司资产评估说明,http://www.cninfo.com.cn/finalpage/2015-10-14/1201689160.PDF,code:002080,2015/10/14 0:00,2758,PDF
48,西藏药业：拟购买IMDUR产品相关无形资产组合项目资产评估报告及评估说明,48西藏药业拟购买IMDUR产品相关无形资产组合项目资产评估报告及评估说明,http://www.cninfo.com.cn/finalpage/2016-08-06/1202543993.PDF,code:600211,2016/8/6 0:00,39248,PDF
49,江南化工：上海东洲资产评估有限公司关于深圳证券交易所《关于对安徽江南化工股份有限公司的重组问询函》回复说明之专项核查意见,49江南化工上海东洲资产评估有限公司关于深圳证券交易所关于对安徽江南化工股份有限公司的重组问询函回复说明之专项核查意见,http://www.cninfo.com.cn/finalpage/2017-10-21/1204057449.PDF,code:002226,2017/10/21 0:00,219,PDF
50,歌力思：拟购买唐利国际控股有限公司股东部分权益所涉及的唐利商贸（上海）有限公司股东全部权益价值评估项目资产评估说明,50歌力思拟购买唐利国际控股有限公司股东部分权益所涉及的唐利商贸上海有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-13/1204033810.PDF,code:603808,2017/10/13 0:00,1640,PDF
51,风华高科：企业价值评估资产基础法评估技术说明,51风华高科企业价值评估资产基础法评估技术说明,http://www.cninfo.com.cn/finalpage/2010-08-03/58251817.PDF,code:000636,2010/8/3 6:30,66,PDF
52,地产开发有限公司股权在公开市场挂牌转让的底价而涉及的北京武夷房地产开发有限公司股东全部权益价值资产评估说明,52地产开发有限公司股权在公开市场挂牌转让的底价而涉及的北京武夷房地产开发有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-11-06/1204113434.PDF,code:000797,2017/11/6 0:00,1076,PDF
53,佛塑科技：资产评估报告说明,53佛塑科技资产评估报告说明,http://www.cninfo.com.cn/finalpage/2012-09-27/cninfo61612872.html,code:000973,2012/9/27 6:30,0,
54,佛塑科技：资产评估报告说明,54佛塑科技资产评估报告说明,http://www.cninfo.com.cn/finalpage/2012-09-27/61612407.PDF,code:000973,2012/9/27 6:30,542,PDF
55,山东地矿：关于中联资产评估集团有限公司资产评估项目审核及评估报告复核管理制度情况的说明,55山东地矿关于中联资产评估集团有限公司资产评估项目审核及评估报告复核管理制度情况的说明,http://www.cninfo.com.cn/finalpage/2017-04-27/1203406970.PDF,code:000409,2017/4/27 0:00,242,PDF
56,深华发Ａ：资产转让项目公司部分资产价值资产评估说明,56深华发Ａ资产转让项目公司部分资产价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-06-30/1203663272.PDF,code:000020,2017/6/30 0:00,15595,PDF
57,沈阳化工：拟资产转让项目资产评估说明,57沈阳化工拟资产转让项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-12-02/1200431221.PDF,code:000698,2014/12/2 0:00,538,PDF
58,海南橡胶：收购R1InternationalPteLtd股权项目资产评估说明,58海南橡胶收购R1InternationalPteLtd股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-01-07/1202997107.PDF,code:601118,2017/1/7 0:00,3360,PDF
59,恒天天鹅：资产重组置出资产和负债价值评估项目资产评估说明,59恒天天鹅资产重组置出资产和负债价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2015-04-30/1200954111.PDF,code:000687,2015/4/30 12:54,1895,PDF
60,国统股份：安徽卓良新材料有限公司拟增资扩股涉及的股东全部权益价值评估项目资产评估说明,60国统股份安徽卓良新材料有限公司拟增资扩股涉及的股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-30/1203896113.PDF,code:002205,2017/8/30 0:00,2800,PDF
61,四川湖山：资产评估说明（四）,61四川湖山资产评估说明四,http://www.cninfo.com.cn/finalpage/2009-05-18/52573753.PDF,code:000801,2009/5/18 6:30,212,PDF
62,大连友谊：拟用现金购买武汉信用小额贷款股份有限公司部分股权项目资产评估说明,62大连友谊拟用现金购买武汉信用小额贷款股份有限公司部分股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-09-12/1203963636.PDF,code:000679,2017/9/12 0:00,1569,PDF
63,东北制药：资产拆迁补偿项目资产评估说明,63东北制药资产拆迁补偿项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-08-08/62916605.PDF,code:000597,2013/8/8 0:00,707,PDF
64,皖通科技：拟购买成都赛英科技有限公司股权项目资产评估说明,64皖通科技拟购买成都赛英科技有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-09-08/1203957894.PDF,code:002331,2017/9/8 0:00,2655,PDF
65,浩宁达：委托珠宝首饰实物资产评估项目资产评估说明,65浩宁达委托珠宝首饰实物资产评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2014-03-06/63642602.PDF,code:002356,2014/3/6 0:00,275,PDF
66,安泰科技：天津三英焊业股份有限公司拟股权转让涉及的靖江三英焊业发展有限公司股东全部权益价值资产评估说明,66安泰科技天津三英焊业股份有限公司拟股权转让涉及的靖江三英焊业发展有限公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-10-27/1204079621.PDF,code:000969,2017/10/27 0:00,18369,PDF
67,[临时公告]天汇能源:关于补发资产评估报告公告的说明,67临时公告天汇能源关于补发资产评估报告公告的说明,http://www.cninfo.com.cn/finalpage/2017-09-05/1203953097.PDF,code:833042,2017/9/5 0:00,244,PDF
68,闽灿坤Ｂ：拟出租资产项目资产评估说明,68闽灿坤Ｂ拟出租资产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2011-08-16/59821519.PDF,code:200512,2011/8/16 6:30,435,PDF
69,国统股份：安徽卓良新材料有限公司拟增资扩股涉及的安徽卓良脚手架有限公司股东全部权益价值评估项目资产评估说明,69国统股份安徽卓良新材料有限公司拟增资扩股涉及的安徽卓良脚手架有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-30/1203896115.PDF,code:002205,2017/8/30 0:00,529,PDF
70,国统股份：安徽卓良新材料有限公司拟增资扩股涉及的安徽卓良建筑科技有限公司股东全部权益价值评估项目资产评估说明,70国统股份安徽卓良新材料有限公司拟增资扩股涉及的安徽卓良建筑科技有限公司股东全部权益价值评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-30/1203896114.PDF,code:002205,2017/8/30 0:00,445,PDF
71,S*ST大通：拟转让资产项目资产评估说明,71SST大通拟转让资产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2008-10-11/44048733.PDF,code:000038,2008/10/11 6:30,405,PDF
72,[临时公告]天汇能源:关于补发资产评估报告公告的说明,72临时公告天汇能源关于补发资产评估报告公告的说明,http://www.cninfo.com.cn/finalpage/2017-09-05/1203953097.PDF,code:833042,2017/9/5 0:00,244,PDF
73,中信国安：董事会关于资产评估事项的专项说明,73中信国安董事会关于资产评估事项的专项说明,http://www.cninfo.com.cn/finalpage/2016-09-09/1202687024.PDF,code:000839,2016/9/9 0:00,76,PDF
74,兰宝信息：资产评估事务所关于资产评估情况的说明,74兰宝信息资产评估事务所关于资产评估情况的说明,http://www.cninfo.com.cn/finalpage/2003-09-30/12844387.html,code:000631,2003/9/30 6:39,0,
75,杭氧股份：杭州制氧机集团有限公司拟进行资产转让涉及的资产组合评估项目评估说明,75杭氧股份杭州制氧机集团有限公司拟进行资产转让涉及的资产组合评估项目评估说明,http://www.cninfo.com.cn/finalpage/2016-10-11/1202747908.PDF,code:002430,2016/10/11 0:00,1398,PDF
76,内蒙一机：拟收购包头北方创业专用汽车有限责任公司持有的部分固定资产项目资产评估说明,76内蒙一机拟收购包头北方创业专用汽车有限责任公司持有的部分固定资产项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-08-29/1203888802.PDF,code:600967,2017/8/29 0:00,609,PDF
77,数字认证：关于子公司北京版信通技术有限公司资产评估情况的说明,77数字认证关于子公司北京版信通技术有限公司资产评估情况的说明,http://www.cninfo.com.cn/finalpage/2017-08-29/1203890064.PDF,code:300579,2017/8/29 0:00,108,PDF
78,惠博普：董事会关于资产评估相关事项说明的公告,78惠博普董事会关于资产评估相关事项说明的公告,http://www.cninfo.com.cn/finalpage/2016-06-18/1202373635.PDF,code:002554,2016/6/18 0:00,146,PDF
79,山东矿机：拟收购北京麟游互动科技有限公司股权项目资产评估说明,79山东矿机拟收购北京麟游互动科技有限公司股权项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-06-22/1203638721.PDF,code:002526,2017/6/22 0:00,1523,PDF
80,光启技术：拟股权收购所涉及的深圳光启尖端技术有限责任公司股东全部权益价值资产评估说明,80光启技术拟股权收购所涉及的深圳光启尖端技术有限责任公司股东全部权益价值资产评估说明,http://www.cninfo.com.cn/finalpage/2017-09-30/1204015732.PDF,code:002625,2017/9/30 0:00,1307,PDF
81,悦心健康：拟发行股份购买资产并募集配套资金所涉及的全椒同仁医院有限公司股东全部权益价值评估说明,81悦心健康拟发行股份购买资产并募集配套资金所涉及的全椒同仁医院有限公司股东全部权益价值评估说明,http://www.cninfo.com.cn/finalpage/2017-09-30/1204014481.PDF,code:002162,2017/9/30 0:00,1924,PDF
82,悦心健康：拟发行股份购买资产并募集配套资金所涉及的泗洪县分金亭医院有限公司股东全部权益价值评估说明,82悦心健康拟发行股份购买资产并募集配套资金所涉及的泗洪县分金亭医院有限公司股东全部权益价值评估说明,http://www.cninfo.com.cn/finalpage/2017-09-30/1204014463.PDF,code:002162,2017/9/30 0:00,3092,PDF
83,建峰化工：林德化医资产评估说明,83建峰化工林德化医资产评估说明,http://www.cninfo.com.cn/finalpage/2015-12-03/1201803586.PDF,code:000950,2015/12/3 0:00,29840,PDF
84,中通国脉：北京国融兴华资产评估有限责任公司关于公司拟收购上海共创信息技术股份有限公司股东全部权益项目评估报告及评估说明,84中通国脉北京国融兴华资产评估有限责任公司关于公司拟收购上海共创信息技术股份有限公司股东全部权益项目评估报告及评估说明,http://www.cninfo.com.cn/finalpage/2017-06-03/1203587958.PDF,code:603559,2017/6/3 0:00,41195,PDF
85,南洋科技：中国航天空气动力技术研究院拟转让彩虹无人机科技有限公司100%股权评估项目资产评估说明,85南洋科技中国航天空气动力技术研究院拟转让彩虹无人机科技有限公司100股权评估项目资产评估说明,http://www.cninfo.com.cn/finalpage/2017-04-07/1203259504.PDF,code:002389,2017/4/7 0:00,5751,PDF
86,启迪设计：发行股份及支付现金购买资产行政许可项目审查一次反馈意见回复说明之专项核查意见—评估部分,86启迪设计发行股份及支付现金购买资产行政许可项目审查一次反馈意见回复说明之专项核查意见评估部分,http://www.cninfo.com.cn/finalpage/2017-09-27/1204006580.PDF,code:300500,2017/9/27 7:52,510,PDF
87,海印股份：资产置换项目评估说明,87海印股份资产置换项目评估说明,http://www.cninfo.com.cn/finalpage/2013-03-20/62233663.PDF,code:000861,2013/3/20 0:00,1286,PDF
88,安控科技：中联资产评估集团有限公司关于公司创业板公开发行可转换公司债券申请文件反馈意见中评估相关问题的专项说明,88安控科技中联资产评估集团有限公司关于公司创业板公开发行可转换公司债券申请文件反馈意见中评估相关问题的专项说明,http://www.cninfo.com.cn/finalpage/2017-08-01/1203752641.PDF,code:300370,2017/8/1 16:18,212,PDF
89,视觉中国：拟收购亿迅资产组项目评估说明,89视觉中国拟收购亿迅资产组项目评估说明,http://www.cninfo.com.cn/finalpage/2015-06-29/1201201955.PDF,code:000681,2015/6/29 0:00,1107,PDF
90,美利纸业：资产评估说明,90美利纸业资产评估说明,http://www.cninfo.com.cn/finalpage/2011-12-20/60343402.PDF,code:000815,2011/12/20 6:30,312,PDF
91,四川湖山：资产评估说明（三）,91四川湖山资产评估说明三,http://www.cninfo.com.cn/finalpage/2009-05-18/52574045.PDF,code:000801,2009/5/18 6:30,723,PDF
92,四川湖山：资产评估说明（二）,92四川湖山资产评估说明二,http://www.cninfo.com.cn/finalpage/2009-05-18/52573947.PDF,code:000801,2009/5/18 6:31,973,PDF
93,四川湖山：资产评估说明（一）,93四川湖山资产评估说明一,http://www.cninfo.com.cn/finalpage/2009-05-18/52573861.PDF,code:000801,2009/5/18 6:30,847,PDF
94,金岭矿业：拟收购资产评估情况说明,94金岭矿业拟收购资产评估情况说明,http://www.cninfo.com.cn/finalpage/2008-08-28/cninfo_gszx_ggzy42668940.html,code:000655,2008/8/28 6:30,0,
95,中成股份：股权转让项目资产评估说明,95中成股份股权转让项目资产评估说明,http://www.cninfo.com.cn/finalpage/2007-03-23/21705225.PDF,code:000151,2007/3/23 6:30,328,PDF
96,天宇电气：整体资产评估说明,96天宇电气整体资产评估说明,http://www.cninfo.com.cn/finalpage/2006-05-30/17197473.PDF,code:000723,2006/5/30 6:31,281,PDF
97,锦龙股份：资产评估增值的说明,97锦龙股份资产评估增值的说明,http://www.cninfo.com.cn/finalpage/2003-12-26/13307339.html,code:000712,2003/12/26 6:40,0,
98,冠福股份：拟出售资产组涉及的18家子公司的资产与负债评估报告与评估说明,98冠福股份拟出售资产组涉及的18家子公司的资产与负债评估报告与评估说明,http://www.cninfo.com.cn/finalpage/2015-12-09/1201821346.PDF,code:002102,2015/12/9 0:00,15177,PDF
99,沈阳化工：拟资产转让项目资产评估说明,99沈阳化工拟资产转让项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-12-06/63343836.PDF,code:000698,2013/12/6 0:00,476,PDF
100,四川九洲：关于九洲（香港）多媒體有限公司拟收购所涉及的智英电子股东全部权益价值的资产评估说明,100四川九洲关于九洲香港多媒體有限公司拟收购所涉及的智英电子股东全部权益价值的资产评估说明,http://www.cninfo.com.cn/finalpage/2017-09-23/1203996497.PDF,code:000801,2017/9/23 0:00,835,PDF
101,锦龙股份：资产评估增值的说明,101锦龙股份资产评估增值的说明,http://www.cninfo.com.cn/finalpage/2003-12-26/13307339.html,code:000712,2003/12/26 6:40,0,
102,沈阳化工：拟资产转让项目资产评估说明,102沈阳化工拟资产转让项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-12-06/63343836.PDF,code:000698,2013/12/6 0:00,476,PDF
103,北京旅游：关于公司股权转让项目资产评估说明,103北京旅游关于公司股权转让项目资产评估说明,http://www.cninfo.com.cn/finalpage/2013-11-12/63257744.PDF,code:000802,2013/11/12 0:00,1066,PDF
