aid,view,danmaku,reply,favorite,coin,share
5723,11,7,2,4,0,1
5711,1714,160,3,14,1,1
5729,57,38,12,38,0,1
5715,1650,64,4,4,2,1
5726,2577,59,9,88,3,6
5718,761,115,3,5,1,3
5731,5511,99,7,74,10,5
5732,635,6,1,4,1,1
5728,210451,5834,791,5844,438,52
5721,1085,11,2,10,0,3
5733,2677,264,1,5,0,2
5727,2814,37,8,64,2,4
5725,12914,399,10,300,2,2
5736,3129,114,11,46,0,0
5737,7206,435,21,210,6,6
5730,1480,20,1,2,0,3
5753,64,9,2,4,0,0
5749,1858,30,11,6,0,4
5735,11596,282,13,54,13,5
5746,574,8,2,4,2,2
5742,1798,144,10,25,0,2
5741,10795,105,46,189,11,3
5750,3010,40,6,10,5,0
5755,544,6,2,7,1,4
5752,3982,555,7,8,0,2
5747,519,8,0,5,2,1
5754,488,10,4,4,0,5
5756,613,2,2,4,1,0
5766,13132,383,11,71,3,9
5772,3110,41,3,5,0,3
5759,1495,83,3,9,0,1
5768,525,25,2,5,1,1
5770,1338,26,7,13,0,3
5757,2045,8,4,9,0,2
5765,1609,58,8,14,0,1
5758,16625,1534,53,424,15,11
5764,1898,330,1,3,0,3
5771,489,10,5,4,0,2
5769,598,187,10,64,7,6
5780,2590,62,6,14,0,6
5788,1380,11,2,7,0,2
5773,1518,17,2,1,1,1
5777,162,78,6,10,0,2
5789,351,889,26,55,2,0
5783,2592,0,24,12,1,0
5776,1879,24,9,30,4,1
5785,1673,30,6,5,1,3
5784,832,18,1,6,0,0
5782,9865,319,29,231,5,4
5791,2720,35,2,29,2,1
5787,15861,206,24,251,21,7
5794,43481,1461,125,518,50,20
5803,9914,188,6,113,2,1
5793,9339,278,45,170,22,7
5799,3913,775,39,13,14,1
5795,1244,32,14,5,0,3
5809,103655,4966,140,2365,212,69
5801,11530,226,4,15,0,3
5796,16653,237,51,776,30,16
5800,4330,20,4,3,0,2
5814,5607,116,45,189,24,7
5807,94,7,2,2,0,2
5813,62247,948,500,1999,255,30
5805,5008,118,2,22,0,0
5817,5100,233,3,9,1,4
5822,2588,121,3,14,0,1
5811,3685,61,2,7,0,0
5816,1386,78,3,2,0,2
5824,7768,725,18,76,1,5
5825,67430,1114,219,1740,120,73
5818,78,115,13,3,0,3
5829,959,1340,37,95,4,5
5815,1577,44,2,3,0,1
5832,480,2,2,4,1,2
5821,1207,25,4,5,1,4
5837,21860,285,44,289,7,1
5838,1460,78,1,4,0,0
5831,107211,3784,42,134,18,2
5833,1285,28,2,5,1,2
5840,66,5,7,1,0,5
5827,4389,330,7,5,0,0
5846,15136,1055,7,12,0,2
5842,63747,1142,268,2705,228,90
5834,8910,1130,11,77,7,5
5841,1100,27,3,7,0,2
5839,63101,513,22,155,4,11
5848,2015,95,3,1,0,4
5847,723,10,3,6,0,2
5854,2259,31,4,16,2,5
5845,1037,51,4,3,0,2
5844,1571,52,4,21,1,2
5851,17259,8,7,12,0,2
5855,1206,37,6,9,0,5
5858,1764,53,4,10,0,2
5849,373,11,4,12,0,2
5867,1584,51,4,1,0,1
5863,3613,197,13,45,1,3
5861,161413,8961,289,1290,162,46
5852,2290,7,5,3,0,1
5853,973,31,5,8,1,1
5866,6121,72,79,356,7,4
5871,6733,406,14,15,0,1
5862,5905,641,22,58,1,3
5869,950,29,4,4,1,2
5870,1179,144,8,3,0,1
5872,3328,72,5,1,1,1
5881,26879,690,49,327,18,17
5868,2382,99,1,16,0,1
5883,54717,1190,175,577,50,15
5878,66754,7063,338,1435,183,29
5874,11158,174,6,23,0,2
5894,3533,184,17,33,4,2
5876,2882,54,7,1,0,3
5897,2119,50,1,6,0,0
5889,16674,154,40,463,34,5
5892,36421,5251,198,548,56,27
5893,72,27,2,9,4,0
5903,1508,130,3,3,0,2
5900,1106,6,5,15,1,4
5905,920,71,9,2,2,2
5913,4462,823,14,35,0,1
5902,840,31,5,1,0,2
5910,681,82,2,7,0,0
5904,6546,155,33,82,5,2
5901,3825,146,6,8,0,1
5912,495,11,1,2,0,1
5908,331059,16877,616,3055,315,269
5907,1696,214,5,5,0,4
5916,2243,145,18,190,12,9
5923,4097,101,4,12,2,1
5911,380,15,1,4,0,2
5921,18038,2654,65,153,0,4
5914,19381,427,89,203,12,8
5920,1110,51,10,3,0,2
5925,651,87,1,19,0,0
5919,119291,3761,46,81,75,7
5922,1875,54,6,1,0,0
5917,1254,56,2,2,0,3
5918,1486,68,6,3,0,0
5928,691,1,4,4,0,1
5924,9151,243,6,221,4,7
5927,1552,10,2,2,0,2
5935,2330,67,7,2,1,3
5945,7887,162,21,220,30,15
5937,9111,318,78,494,54,18
5944,97087,15585,202,1777,145,23
5938,1149,10,18,7,0,0
5932,31019,656,11,29,1,6
5940,82736,182,141,106,86,16
5941,1111,22,4,2,0,3
5948,3690,561,3,7,0,4
5951,2801,340,9,15,0,0
5949,5941,464,42,12,10,2
5955,26901,2035,19,98,8,15
5947,6287,232,14,45,0,4
5958,2653,73,6,14,2,1
5943,14147,290,13,272,11,4
5953,2027,96,38,194,12,21
5952,6693,1023,22,15,1,2
5950,1199,52,4,4,0,1
5957,1413,369,4,12,8,0
5965,584,14,1,1,0,0
5966,5003,3371,13,22,0,2
5967,8558,308,37,124,9,4
5956,20791,1325,36,187,35,31
5959,1642,73,5,10,1,0
5960,4603,503,22,53,12,2
5962,18,100,16,17,0,3
5969,35896,1322,18,35,15,0
5975,15829,347,18,323,31,3
5977,2712,21,5,9,0,3
5978,1008,7,5,12,0,0
5976,5502,236,13,52,0,1
5979,7773,820,8,99,2,4
5970,4123,25,9,38,3,3
5972,984,609,4,7,0,1
5981,287,75,5,7,0,0
5990,1058,12,4,8,0,0
5985,3545,159,4,6,2,3
5980,4790,452,25,102,4,2
5998,1250,21,7,26,2,2
5993,951,19,4,10,0,1
5986,839,133,4,10,2,4
5992,1072,66,3,16,1,2
5994,38875,2609,131,499,64,45
5995,--,71,6,17,2,1
5991,1593,202,4,9,0,1
5988,21211,426,31,102,5,26
6002,3014,219,5,2,0,3
5997,--,5,22,41,2,2
6015,1753,60,23,20,4,0
6013,1609,48,14,32,1,1
6018,2046,142,4,22,1,1
6012,3525,349,11,8,0,4
6020,4377,312,12,10,2,0
6004,5722,117,5,54,4,2
6007,4307,122,17,5,0,1
6019,3002,699,12,22,3,0
6024,840,6,3,8,1,2
6022,700,39,5,12,0,2
6016,347,4,1,1,0,4
6026,1843,63,6,45,3,2
6023,1015,3,3,25,2,1
6035,2936,110,15,7,1,3
6025,6821,11,12,48,2,5
6021,14098,22,61,341,26,7
6034,5480,246,6,13,1,2
6030,79540,1074,179,1579,122,164
6040,1408,82,6,4,4,4
6039,426,89,4,11,1,5
6033,3307,103,8,20,1,5
6041,1312,12,2,3,1,1
6037,--,12,5,7,2,4
6036,6002,105,8,11,0,1
6045,7893,302,14,33,4,3
6053,2622,99,11,15,3,2
6043,6158,127,17,189,6,6
6042,775,42,4,21,0,0
6050,780,16,5,1,0,1
6058,6883,404,14,29,0,6
6048,12953,261,16,220,8,15
6059,1459,30,3,1,0,2
6061,5026,265,2,25,2,4
6052,--,2738,20,27,2,1
6057,1003,13,2,4,0,0
6056,1516,35,16,9,1,2
6062,458,258,10,7,0,4
6055,1312,74,6,8,0,4
6054,282,712,27,9,1,2
6069,79424,4837,448,2254,193,159
6072,609,47,5,20,0,2
6070,8035,523,7,57,0,1
6073,5658,302,11,36,0,2
6067,969,24,2,6,0,4
6068,47611,2502,75,562,17,29
6080,199,266,4,3,0,2
6076,4072,53,3,9,0,3
6064,39401,1602,91,898,38,29
6066,14090,1484,36,253,2,4
6065,542,11,2,1,0,1
6071,1121,71,23,215,11,3
6074,4058,100,6,14,0,11
6082,2939,98,11,60,10,3
6078,505,7,0,3,0,1
6077,782,15,1,6,1,1
6079,721,9,1,3,1,5
6089,1733,11,2,6,0,4
6087,7108,388,8,5,0,2
6097,2076,76,14,10,0,2
6096,10151,157,17,170,12,6
6094,2975,140,4,16,0,3
6085,--,397,8,68,2,3
6091,954,27,2,7,0,2
6099,105075,591,308,2143,113,109
6084,3413,62,2,6,0,2
6086,2679,279,13,2,0,2
6098,3816,221,8,17,1,4
6101,3180,483,10,28,8,8
6100,2184,331,19,28,9,2
6106,19049,3031,116,187,8,1
6095,125,97,10,1,1,0
6102,5046,247,28,29,1,1
6104,673,440,23,106,6,4
6111,9748,297,16,20,3,1
6105,14413,400,24,152,12,10
6108,4789,130,12,15,1,6
6122,4629,153,3,9,1,4
6117,1279,27,4,3,1,4
6126,492,25,2,1,1,4
6120,4861,264,7,24,0,0
6131,3089,10,1,3,0,2
6121,27001,210,127,613,37,10
6138,838,31,3,14,0,7
6137,1686,54,2,1,0,2
6127,6815,431,21,170,17,8
6133,2723,218,14,6,0,1
6136,980,31,5,3,0,4
6140,4311,206,33,11,0,1
6142,12079,961,14,17,6,5
6141,11839,1036,16,59,1,11
6130,1956,109,3,3,0,0
6128,2875,269,15,5,0,3
6135,3518,6873,339,1786,111,20
6146,4186,48,5,3,0,2
6148,1628,127,3,1,0,1
6143,6564,180,20,39,0,4
6144,1950,60,10,1,1,3
6157,25681,426,82,74,25,22
6145,30,86,12,5,0,2
6155,4389,476,20,13,0,1
6151,8082,370,25,106,7,5
6149,16207,512,39,142,11,9
6156,2330,89,9,10,0,1
6161,3325,119,17,37,1,1
6164,70,61,5,4,0,6
6168,2425,77,12,3,0,2
6163,3758,904,16,9,0,3
6171,7,38,4,1,0,2
6169,1755,123,8,1,0,6
6173,925,31,3,3,0,3
6165,2470,33,5,1,0,2
6178,1132,81,18,4,1,5
6176,8658,550,11,4,0,1
6181,992,93,2,1,0,0
6172,5179,413,13,13,0,3
6187,2137,95,16,8,1,2
6170,5226,145,30,32,6,3
6179,782,16,1,6,0,2
6185,88,159,10,10,2,1
6191,3506,162,17,15,0,1
6188,2860,60,10,5,0,3
6194,476,5,2,6,0,2
6198,810,11,1,6,1,0
6199,947,52,4,25,1,5
6200,1429,62,8,3,0,4
6193,2143,12,2,8,0,6
6202,1070,197,7,4,0,1
6192,44,8,4,11,1,4
6197,619,10,1,5,0,1
6214,21327,857,93,415,3,4
6210,23884,1093,51,130,8,8
6212,1946,128,14,18,0,6
6208,30110,1284,60,316,27,5
6222,4021,222,4,19,1,1
6220,65405,2480,109,890,170,4
6218,1120,23,2,1,0,2
6219,50,13,2,7,0,2
6217,112261,2056,98,146,35,4
6213,2404,187,9,32,0,0
6231,6519,182,7,159,3,3
6221,13572,1089,82,122,4,2
6225,14325,2694,39,33,1,6
6224,4248,240,13,8,0,1
6229,17497,773,74,99,3,7
6239,4637,334,15,47,4,10
6230,3637,934,11,32,2,4
6228,726,16,4,9,1,1
6234,28421,204,17,142,9,12
6241,3500,405,18,18,1,2
6240,2491,423,12,31,2,5
6246,101,475,8,1,0,0
6237,742,6,2,3,0,3
6242,4503,476,11,16,1,10
6255,28912,296,80,185,89,9
6243,2009,207,13,4,0,0
6253,10064,498,35,44,1,3
6249,67120,2638,67,187,43,26
6262,2305,65,13,7,0,1
6263,2500,99,9,37,0,1
6264,3447,26,12,50,5,2
6268,1190,36,4,6,0,2
6261,5633,219,21,55,3,3
6257,149680,4905,82,584,103,75
6273,3698,228,13,14,0,0
6270,1412,53,13,9,3,3
6265,7670,2979,36,23,0,0
6267,18,46,1,9,1,6
6269,6958,120,15,17,1,2
6288,563,25,1,9,0,1
6284,18925,2998,124,280,0,3
6274,5376,93,18,24,0,5
6287,1152,51,7,14,2,4
6275,1481,61,8,3,0,1
6277,5512,134,19,49,6,16
6290,2308,51,6,7,0,0
6279,1771,137,12,15,0,1
6286,5622,189,14,46,1,4
6282,2120,120,6,7,0,3
6294,1238,75,16,6,0,6
6296,1939,256,11,2,0,1
6305,27302,1009,188,569,66,15
6303,6878,77,18,12,0,3
6304,24606,1102,10,25,5,3
6307,81792,976,140,1022,54,21
6308,8284,407,36,99,0,4
6300,7630,171,34,92,8,4
6295,2351,517,8,7,0,1
6314,9737,119,15,68,4,1
6315,3682,141,9,31,0,2
6319,99,12,6,9,1,4
6311,17357,352,46,287,15,5
6310,1888,575,9,5,1,2
6325,1717,92,8,50,6,3
6313,26907,705,74,263,23,6
6317,112,72,2,4,0,1
6324,8947,30,183,17,2,4
6320,530,32,1,3,0,3
6318,1094,15,10,7,0,2
6329,4868,494,6,31,2,5
6330,831,8,3,1,0,2
6331,3381,119,17,3,0,0
6334,4094,403,7,9,0,8
6340,2409,42,15,20,0,4
6332,936,11,3,7,0,4
6339,1820,32,5,24,1,0
6335,102432,3652,55,488,30,14
6338,3754,208,30,78,2,2
6341,15392,785,41,67,0,5
6333,22927,1022,78,285,3,2
6337,3029,132,10,37,2,2
6336,95973,1079,70,403,50,26
6344,74,1437,38,40,0,0
6343,935,42,5,6,1,3
6350,34951,1083,67,562,29,22
6346,739,11,5,1,0,0
6347,1322,119,2,1,0,2
6345,891,326,2,3,0,2
6354,10590,224,18,85,20,4
6353,1086,25,3,4,0,1
6348,43652,3092,81,1531,172,45
6363,18804,1171,152,464,63,57
6352,1923,46,2,23,3,3
6355,5566,167,12,60,3,2
6366,6682,228,17,10,0,2
6365,10585,547,100,135,8,6
6371,1812,73,3,0,0,1
6373,35794,193,63,688,7,4
6376,16856,605,42,271,17,5
6379,2692,107,4,11,4,5
6375,1030,87,7,21,1,2
6372,246,411,14,89,5,1
6370,242,261,35,42,1,2
6367,1017,21,6,6,0,4
6390,2235,85,18,3,0,2
6385,927,12,2,1,2,2
6377,6172,271,45,492,43,37
6374,3998,156,15,57,4,1
6388,1879,36,9,25,1,0
6378,876,34,5,1,0,5
6381,10823,643,36,87,5,6
6382,444,5,2,3,0,1
6392,101,760,28,37,1,1
6387,1394,28,2,1,0,2
6393,4550,439,17,49,1,5
6397,1040,16,6,7,0,3
6394,3264,136,6,4,0,2
6384,613,19,7,2,0,0
6389,1988,50,15,34,11,2
6395,3422,294,8,8,0,4
6391,--,1001,190,769,9,5
6396,4427,168,24,71,3,2
6401,4242,70,6,15,0,2
6402,2597,221,27,22,2,0
6409,520,25,6,6,1,1
6398,3330,464,15,49,4,3
6404,7265,297,21,82,2,2
6405,17066,2059,35,43,8,5
6414,2626,45,8,45,5,1
6419,60,74,16,59,1,0
6413,27891,567,120,628,63,40
6417,781,31,8,3,0,3
6424,739,11,3,2,1,3
6420,34255,1538,57,42,17,0
6425,4890,124,6,12,0,5
6423,17359,1110,58,149,18,31
6416,2733,60,15,42,7,2
6421,782,131,14,48,6,5
6431,4366,100,11,6,0,3
6422,37361,704,58,195,3,6
6439,50394,3133,258,411,53,208
6437,4057,100,32,45,0,1
6436,2006,230,6,1,0,1
6441,1683,268,5,2,0,2
6430,5416,212,15,11,2,2
6429,14216,550,28,105,1,12
6442,271,36,11,3,0,2
6440,974,300,7,15,0,0
6449,739,12,4,3,1,3
6451,65369,3903,362,1900,171,71
6445,2544,775,9,7,0,1
6446,305,157,10,14,1,3
6457,4989,560,4,14,0,3
6459,3247,208,37,60,4,3
6448,606,97,3,0,0,0
6456,2882,77,12,37,5,0
6452,1156,68,6,2,1,1
6453,805,15,5,9,2,1
6463,12428,4008,48,1106,68,53
6461,8214,359,27,260,17,10
6455,2393,124,15,24,1,3
6454,4255,118,10,47,3,1
6462,4033,46,19,151,12,4
6460,5487,444,29,18,0,3
6478,3623,76,7,14,0,0
6480,9049,76,14,66,0,3
6470,21262,1436,43,132,12,4
6469,8076,72,16,171,13,11
6468,1298,32,4,7,0,3
6473,2102,104,20,24,0,0
6476,1362,126,10,5,0,4
6474,1386,31,6,18,1,2
6477,2072,92,106,10,2,2
6485,2047,459,8,4,0,1
6475,1264,17,2,1,0,0
6488,12120,61,8,11,2,1
6484,1549,69,6,10,0,3
6483,2845,143,9,28,4,5
6494,3403,58,9,60,8,1
6496,996,25,1,2,0,0
6490,417,71,17,32,2,3
6487,140154,2993,784,4464,470,458
6495,174,82,11,14,3,2
6493,3252,141,16,52,1,4
6504,1701,14,1,2,2,1
6506,--,116,2,46,5,1
6498,4717,181,36,30,3,1
6501,1068,621,14,7,0,1
6510,5575,88,2,3,0,2
6497,5461,156,34,27,0,2
6513,--,131,26,33,3,2
6503,2913,408,15,6,0,3
6518,283,50,4,20,1,3
6505,1528,469,8,1,3,2
6509,5462,246,17,16,0,1
6512,689,4,1,4,0,3
6508,5001,114,2,1,0,2
6516,353,85,16,85,6,1
6520,2153,79,12,15,1,0
6523,1038,15,6,1,0,3
6517,5049,172,14,24,1,1
6528,1214789,19156,714,20751,411,881
6527,5303,444,10,9,1,1
6519,834,33,4,11,4,2
6524,2296,161,10,9,0,1
6532,3498,492,21,27,0,0
6526,2657,45,6,11,0,2
6529,3163,170,13,15,2,4
6540,312,238,57,54,1,1
6539,--,472,522,737,5,6
6530,10213,359,15,56,2,2
6531,581,0,4,1,0,0
6547,4727,157,27,16,1,2
6536,5008,143,17,7,1,1
6543,1680,18,6,8,2,5
6549,3367,92,12,28,1,4
6546,1396,75,6,4,0,1
6544,8192,576,29,37,2,2
6550,1734,108,6,7,1,4
6548,2482,371,12,2,0,0
6552,7264,328,17,30,1,0
6561,1016,70,9,1,1,2
6560,18324,786,77,151,17,4
6556,4824,165,11,5,0,1
6564,2739,101,6,32,3,19
6558,--,772,33,13,1,3
6557,4598,1811,16,8,1,1
6554,84,142,5,4,0,4
6572,3323,147,17,53,0,2
6570,6147,834,10,20,1,2
6577,1010,57,5,1,1,3
6578,326,141,13,27,4,17
6579,3041,307,11,6,1,5
6580,75,466,11,11,0,2
6589,5218,78,9,37,6,7
6583,1579,239,9,3,1,3
6587,5255,44,8,13,1,1
6581,651,6,4,9,0,2
6593,16460,461,44,127,8,3
6588,14119,296,10,290,6,36
6590,2147,28,5,15,2,4
6582,774,19,3,6,1,2
6599,659,10,2,0,0,3
6594,1187,111,28,113,5,4
6592,5619,101,3,142,6,3
6595,638,9,3,9,0,1
6598,2755,1057,20,16,0,2
6602,3764,126,21,18,4,2
6591,8661,175,25,298,6,0
6600,848,20,3,8,0,1
6611,1381,207,17,27,3,0
6609,2600,247,4,40,1,4
6607,4901,161,15,8,0,3
6604,57967,2130,144,890,27,15
6614,1296,42,6,6,2,2
6608,4037,120,7,10,0,5
6605,26671,482,99,1228,80,26
6610,3347,20,7,27,1,2
6613,334,152,64,55,2,2
6612,2533,104,8,28,3,2
6618,3623,237,11,10,0,1
6615,1197,129,9,1,0,3
6624,1060,160,10,1,0,3
6623,5005,179,16,78,3,1
6622,73,290,15,15,0,2
6628,5043,30,5,32,2,3
6637,1422,177,3,5,1,0
6641,605,7,7,4,0,0
6638,3300,218,2,8,0,3
6642,5183,111,10,145,5,6
6626,3677,207,19,15,1,0
6648,1386,115,11,2,1,2
6656,882,8,3,1,0,2
6657,2522,23,9,55,7,4
6654,79875,4565,186,2673,201,265
6652,1567,11,5,17,1,5
6659,711,30,6,8,1,0
6660,737,32,3,1,0,0
6653,66,63,5,3,0,0
6666,24551,246,538,182,17,10
6649,7334,365,28,282,11,7
6664,2839,182,18,17,1,1
6661,1071,693,82,410,8,7
6670,9409,46,43,250,38,19
6662,3712,119,15,7,0,2
6665,129,64,16,29,4,5
6671,834,16,1,0,0,2
6676,1664,66,10,5,0,1
6663,21240,654,135,193,13,37
6667,6775,549,28,51,1,2
6669,931,40,11,1,0,3
6683,49,638,64,15,0,2
6674,637,254,22,80,3,0
6672,4551,77,17,32,1,2
6679,5553,650,20,32,0,3
6678,9174,197,57,140,2,1
6688,10626,551,25,15,0,2
6686,--,18,2,9,0,1
6693,176864,589,106,88,53,15
6697,3124,62,16,37,3,8
6699,7205,235,128,97,0,2
6691,1568,150,3,13,0,3
6692,63511,5252,566,2292,255,113
6698,3500,66,15,4,0,1
6704,2049,4,9,2,1,3
6702,265,79,15,4,0,2
6700,1446,38,8,13,0,4
6701,1071,169,3,1,1,3
6711,1189,21,5,2,0,1
6717,305,168,11,25,3,3
6713,--,264,42,41,0,2
6703,13982,352,31,147,13,11
6714,9507,406,72,64,1,0
6721,1706,204,4,10,0,1
6705,13885,278,29,111,6,5
6720,6722,275,51,95,24,5
6708,106568,4046,236,1142,153,169
6715,5621,249,21,30,6,1
6723,9633,136,21,133,11,20
6716,769,27,5,4,0,1
6722,2184,166,25,1,0,0
6728,17104,1224,77,187,33,10
6724,560,10,5,7,0,1
6729,454,30,4,3,0,3
6726,12,81,30,36,0,4
6725,715,10,4,1,0,5
6730,1796,581,53,79,2,4
6745,12964,214,43,406,32,40
6741,583,6,3,4,0,3
6740,2824,171,15,50,5,2
6732,2298,31,14,21,1,10
6739,3960,78,12,23,3,2
6737,9070,175,36,132,23,4
6744,1359,16,1,19,0,3
6755,3172,630,17,9,0,2
6760,1035,135,5,2,0,0
6762,991,110,6,4,0,1
6748,11324,511,72,82,4,3
6752,204,61,4,10,1,0
6765,13792,543,30,25,1,9
6764,1827,70,30,2,1,2
6763,11113,849,17,14,9,2
6757,13033,498,85,210,21,10
6768,867,21,14,9,0,3
6759,97964,2472,119,102,31,3
6756,41,27,6,3,0,0
6771,63457,5125,185,753,121,45
6770,48,71,36,22,0,0
6773,1095,442,8,4,0,2
6767,3681,281,33,22,1,10
6789,1523,42,21,15,1,7
6787,91173,3633,240,1640,115,41
6779,10028,343,71,494,35,16
6778,12126,205,17,33,2,4
6783,4107,134,7,2,0,2
6781,--,31,12,6,0,1
6782,9985,159,74,354,15,7
6780,831,319,79,500,28,10
6795,4272,181,26,11,2,4
6788,11619,570,69,162,16,3
6793,3236,165,23,28,1,2
6799,2096,110,18,50,0,1
6791,1191,12,3,1,0,1
6792,73158,980,133,3082,77,418
6800,865,9,9,3,0,1
6798,5711,352,35,66,2,7
6802,3540,88,20,119,2,2
6801,1387,34,4,2,0,2
6811,79188,1755,348,997,91,48
6803,871,43,11,4,1,2
6814,25391,4365,56,221,5,55
6804,53137,1032,181,532,45,12
6805,1541,79,18,17,10,1
6815,5165,94,18,25,1,4
6813,3991,94,20,88,14,15
6806,1268,36,16,15,0,1
6821,22,126,5,7,0,1
6827,12330,396,28,126,18,8
6820,3816,428,19,4,2,1
6817,46,102,11,4,0,3
6826,3067,257,15,36,1,1
6819,10897,817,20,57,0,4
6829,2435,257,35,57,2,0
6823,11999,142,15,67,8,7
6846,1898,94,15,23,5,1
6845,28364,960,127,574,33,4
6844,3781,1314,23,12,2,4
6852,38,316,12,5,0,5
6857,3696,73,29,13,1,2
6853,2401,61,8,7,0,5
6859,7963,254,48,116,8,7
6851,2143,96,6,7,2,2
6849,74116,3180,139,1886,227,76
6854,4520,179,15,34,2,1
6850,2616,452,24,15,1,2
6862,1296,99,11,1,1,4
6863,10228,2403,42,21,0,1
6860,--,377,12,8,0,4
6864,1028,179,4,2,0,2
6865,3149,74,14,20,0,5
6871,14,410,26,10,0,2
6875,1329,33,10,7,0,4
6855,942,27,9,7,0,2
6878,225,10,7,8,1,1
6879,2800,60,12,8,0,2
6882,791,35,6,4,0,0
6867,5316,159,19,13,1,3
6868,1539,240,12,5,0,0
6883,809,27,4,9,2,2
6877,2070,328,8,2,1,2
6873,1271,119,15,20,0,0
6870,20828,307,73,143,3,3
6881,67854,8384,64,1318,20,7
6891,4892,328,40,29,0,2
6896,3147,324,25,3,0,1
6889,1453,68,9,10,1,0
6900,7412,112,13,3,1,2
6887,13574,216,46,92,4,4
6886,4139,58,16,9,0,1
6899,847,10,5,2,0,5
6898,2048,121,9,3,0,1
6894,4193,521,13,10,1,4
6893,12442,342,47,124,0,1
6905,1399,56,7,3,0,2
6906,3409,110,23,2,0,0
6909,13665,277,26,121,7,2
6895,221,335,28,70,4,4
6910,731,8,4,1,1,1
6907,22772,807,147,569,80,15
6920,8078,447,27,123,6,2
6917,4105,88,21,74,6,5
6925,2413,27,11,64,3,5
6919,1089,55,9,36,1,1
6912,20405,844,126,404,17,9
6911,1777,46,5,2,0,2
6918,3827,33,21,13,0,1
6923,474,6,4,4,1,6
6928,3330,1210,47,13,0,2
6926,1149,201,5,3,0,5
6922,71,13,8,46,0,3
6927,100100,2593,301,68,51,2
6935,1273,93,14,2,0,6
6939,1695,75,10,1,0,4
6940,26,71,13,11,0,2
6933,1968,11,5,12,0,3
6947,1443,47,7,14,0,4
6941,3669,242,18,12,0,6
6944,154826,6363,128,795,174,146
6937,1809,23,9,8,1,3
6942,6872,282,15,87,3,1
6946,4847,206,61,11,0,2
6943,41,102,8,14,0,2
6948,2362,89,4,24,3,0
6953,828,26,10,1,0,1
6956,70,53,11,7,0,2
6964,2834,29,7,4,0,5
6952,3606,118,32,26,2,4
6955,862,18,11,13,0,1
6957,5121,61,11,44,4,1
6963,655,5,7,1,0,0
6967,1653,1275,31,20,14,1
6965,1018,33,6,10,1,3
6969,5908,197,51,24,1,4
6985,21998,833,8,23,2,0
6973,7538,139,38,93,7,7
6980,4683,268,21,24,2,3
6984,1439,165,11,5,0,4
6988,139,233,4,6,0,1
6996,1017,72,12,14,0,1
6991,1009,53,8,1,0,1
6995,3373,92,14,93,2,4
7006,8358,305,17,217,9,15
7001,5544,73,20,24,3,4
6998,20351,489,40,353,18,6
6992,5,4,4,5,0,1
6999,3258,105,16,12,0,0
7000,4704,496,73,121,2,5
7012,8257,1951,37,5,0,1
7011,3304,67,10,4,0,3
7014,6994,140,22,70,7,8
7004,--,20,3,5,0,3
7007,6502,474,31,41,4,3
7010,1918,82,13,23,0,1
7015,6326,85,30,94,11,8
7009,1962,115,2,2,3,1
7020,1148,205,13,25,1,3
7021,3484,358,26,17,0,1
7028,853,82,2,1,0,1
7029,632905,34456,4843,29059,6526,1658
7024,618,3,3,4,0,4
7013,138,117,19,27,4,5
7016,4392,652,23,35,1,3
7018,404,7,2,1,0,1
7019,1752,66,15,18,0,0
7032,--,52,17,48,2,4
7027,1048,469,11,5,1,2
7034,5743,154,24,69,1,2
7031,105,95,16,13,2,4
7039,753,8,2,2,0,2
7042,848,23,13,21,4,1
7036,21540,617,55,151,0,4
7037,4992,99,29,120,10,24
7033,721,5,5,3,0,2
7040,1769,31,9,31,0,9
7048,1358,17,1,4,1,4
7054,590,7,3,3,1,4
7044,25716,759,32,183,13,52
7064,40246,2680,360,929,27,6
7047,2024,154,17,10,0,3
7053,670,164,19,157,14,11
7060,3571,210,28,35,2,1
7062,3984,451,6,6,0,2
7067,5469,446,39,29,0,1
7065,460,4,3,1,0,2
7061,15560,179,41,146,15,26
7063,816,115,4,1,1,3
7077,3376,46,23,6,0,2
7070,888,3,4,4,0,1
7069,168,39,10,40,3,3
7076,1871,119,6,6,1,2
7078,912,38,4,16,0,3
7075,3018,83,14,4,0,4
7074,694,373,26,11,0,4
7083,2691,217,37,58,4,0
7081,2880,48,6,42,1,4
7085,1451,30,21,34,1,1
7079,969,54,6,26,1,2
7092,657,110,34,190,16,7
7082,1658,54,9,17,3,0
7090,2859,100,9,39,3,2
7080,19866,341,67,38,0,4
7094,1890,113,8,16,1,3
7091,7335,240,30,57,2,2
7087,1796,93,13,3,1,2
7084,631,13,4,1,0,2
7101,1612,26,3,9,0,1
7095,2962,292,19,10,2,4
7093,35,18,8,14,0,2
7099,6599,20,25,32,1,2
7100,11577,413,66,108,2,9
7098,--,152,25,27,1,4
7111,5209,155,7,3,0,1
7096,20193,555,120,367,37,47
7106,3361,222,36,49,3,1
7113,9,3,10,1,0,1
7112,84249,2177,816,3233,124,36
7115,890,241,10,9,0,2
7114,1782,71,20,1,0,1
7119,--,1198,29,18,4,1
7104,121650,1372,150,708,49,479
7117,37291,1372,188,849,64,652
7118,4405,198,14,40,3,8
7109,8849,449,39,45,2,1
7121,1495,87,9,0,0,2
7116,65953,1092,63,537,12,10
7126,1640,94,4,55,1,3
7139,1690,78,9,39,2,5
7120,--,1159,48,315,10,6
7124,1509,177,16,17,2,0
7125,2278,65,19,19,1,3
